Step,Speed (m/s),Acceleration (m/s^2),Fuel HBEFA (mg)
18072,5.08,-0.161,0
18073,5.077,-0.271,0
18074,5.078,0.072,7.218
18075,5.08,0.22,7.844
18076,5.079,-0.103,6.48
18077,5.086,0.697,9.861
18078,5.077,-0.949,0
18079,5.086,0.893,10.689
18080,5.087,0.163,7.606
18081,5.083,-0.467,0
18082,5.087,0.462,8.87
18083,5.085,-0.253,0
18084,5.083,-0.149,6.287
18085,5.075,-0.827,0
18086,5.087,1.22,12.076
18087,5.077,-1.007,0
18088,5.087,0.95,10.932
18089,5.082,-0.479,0
18090,5.082,-0.018,6.838
18091,5.082,0.023,7.011
18092,5.08,-0.235,0
18093,5.088,0.854,10.529
18094,5.087,-0.131,6.362
18095,5.079,-0.744,0
18096,5.083,0.325,8.289
18097,5.085,0.26,8.015
18098,5.085,-0.037,6.76
18099,5.088,0.308,8.217
18100,5.079,-0.904,0
18101,5.086,0.716,9.943
18102,5.082,-0.38,0
18103,5.082,0.01,6.959
18104,5.079,-0.349,0
18105,5.086,0.749,10.083
18106,5.081,-0.569,0
18107,5.074,-0.662,0
18108,5.08,0.551,9.245
18109,5.086,0.624,9.554
18110,5.083,-0.27,0
18111,5.083,-0.011,6.867
18112,5.087,0.437,8.761
18113,5.074,-1.288,0
18114,5.074,-0.067,6.635
18115,5.076,0.187,7.706
18116,5.075,-0.087,6.549
18117,5.083,0.778,10.204
18118,5.083,0.05,7.128
18119,5.085,0.19,7.719
18120,5.087,0.252,7.982
18121,5.087,-0.048,6.713
18122,5.078,-0.943,0
18123,5.079,0.138,7.497
18124,5.077,-0.222,0
18125,5.085,0.804,10.315
18126,5.086,0.12,7.421
18127,5.076,-1.03,0
18128,5.075,-0.055,6.686
18129,5.074,-0.127,6.383
18130,5.08,0.593,9.419
18131,5.08,0.043,7.097
18132,5.079,-0.129,6.37
18133,5.078,-0.088,6.547
18134,5.077,-0.08,6.579
18135,5.081,0.38,8.519
18136,5.078,-0.301,0
18137,5.087,0.873,10.607
18138,5.075,-1.127,0
18139,5.078,0.228,7.879
18140,5.085,0.745,10.064
18141,5.077,-0.803,0
18142,5.073,-0.372,0
18143,5.076,0.295,8.16
18144,5.077,0.071,7.215
18145,5.08,0.284,8.114
18146,5.075,-0.481,0
18147,5.08,0.53,9.153
18148,5.081,0.081,7.259
18149,5.087,0.531,9.159
18150,5.073,-1.323,0
18151,5.073,-0.047,6.719
18152,5.086,1.271,12.287
18153,5.084,-0.195,0
18154,5.082,-0.155,6.26
18155,5.078,-0.387,0
18156,5.081,0.269,8.052
18157,5.08,-0.112,6.442
18158,5.074,-0.566,0
18159,5.08,0.622,9.543
18160,5.079,-0.148,6.291
18161,5.083,0.375,8.5
18162,5.084,0.113,7.391
18163,5.083,-0.102,6.485
18164,5.074,-0.847,0
18165,5.081,0.635,9.597
18166,5.086,0.558,9.273
18167,5.075,-1.155,0
18168,5.078,0.356,8.418
18169,5.08,0.212,7.812
18170,5.085,0.446,8.799
18171,5.078,-0.675,0
18172,5.087,0.902,10.731
18173,5.083,-0.37,0
18174,5.088,0.49,8.985
18175,5.087,-0.15,6.279
18176,5.075,-1.16,0
18177,5.078,0.249,7.968
18178,5.078,0.059,7.167
18179,5.077,-0.117,6.422
18180,5.08,0.31,8.224
18181,5.074,-0.617,0
18182,5.078,0.377,8.508
18183,5.076,-0.126,6.384
18184,5.08,0.357,8.423
18185,5.075,-0.476,0
18186,5.074,-0.124,6.393
18187,5.076,0.221,7.849
18188,5.083,0.651,9.665
18189,5.081,-0.204,0
18190,5.084,0.282,8.105
18191,5.079,-0.47,0
18192,5.083,0.404,8.625
18193,5.074,-0.919,0
18194,5.078,0.452,8.824
18195,5.073,-0.539,0
18196,5.086,1.32,12.497
18197,5.079,-0.651,0
18198,5.075,-0.425,0
18199,5.079,0.362,8.445
18200,5.078,-0.096,6.513
18201,5.076,-0.205,0
18202,5.084,0.795,10.274
18203,5.08,-0.379,0
18204,5.073,-0.716,0
18205,5.083,1.001,11.147
18206,5.083,0.001,6.921
18207,5.088,0.464,8.877
18208,5.088,-0.002,6.907
18209,5.08,-0.712,0
18210,5.079,-0.141,6.321
18211,5.08,0.116,7.405
18212,5.087,0.637,9.608
18213,5.076,-1.033,0
18214,5.076,-0.046,6.721
18215,5.076,-0.006,6.89
18216,5.082,0.619,9.533
18217,5.085,0.345,8.373
18218,5.085,0.011,6.962
18219,5.074,-1.177,0
18220,5.085,1.095,11.545
18221,5.076,-0.858,0
18222,5.077,0.116,7.406
18223,5.076,-0.122,6.401
18224,5.074,-0.148,6.294
18225,5.077,0.239,7.925
18226,5.084,0.72,9.959
18227,5.081,-0.258,0
18228,5.079,-0.284,0
18229,5.079,0.057,7.156
18230,5.081,0.13,7.464
18231,5.077,-0.328,0
18232,5.074,-0.321,0
18233,5.082,0.768,10.161
18234,5.073,-0.895,0
18235,5.081,0.851,10.512
18236,5.073,-0.802,0
18237,5.079,0.619,9.529
18238,5.075,-0.461,0
18239,5.076,0.158,7.581
18240,5.076,-0.015,6.854
18241,5.08,0.356,8.418
18242,5.082,0.194,7.734
18243,5.085,0.334,8.327
18244,5.083,-0.159,6.245
18245,5.078,-0.599,0
18246,5.081,0.368,8.472
18247,5.084,0.233,7.899
18248,5.08,-0.322,0
18249,5.075,-0.512,0
18250,5.086,1.064,11.416
18251,5.083,-0.236,0
18252,5.086,0.233,7.9
18253,5.085,-0.107,6.465
18254,5.082,-0.269,0
18255,5.081,-0.109,6.454
18256,5.083,0.221,7.85
18257,5.085,0.152,7.56
18258,5.079,-0.583,0
18259,5.081,0.166,7.619
18260,5.079,-0.115,6.429
18261,5.085,0.592,9.416
18262,5.085,-0.033,6.777
18263,5.084,-0.083,6.563
18264,5.082,-0.253,0
18265,5.085,0.336,8.336
18266,5.081,-0.351,0
18267,5.085,0.396,8.587
18268,5.075,-1.046,0
18269,5.076,0.074,7.228
18270,5.078,0.209,7.798
18271,5.085,0.711,9.923
18272,5.081,-0.415,0
18273,5.086,0.521,9.117
18274,5.085,-0.131,6.359
18275,5.075,-0.981,0
18276,5.075,0.045,7.106
18277,5.077,0.17,7.634
18278,5.074,-0.336,0
18279,5.08,0.657,9.693
18280,5.085,0.517,9.101
18281,5.085,-0.084,6.562
18282,5.077,-0.762,0
18283,5.075,-0.142,6.319
18284,5.075,-0.019,6.836
18285,5.082,0.681,9.795
18286,5.078,-0.398,0
18287,5.073,-0.506,0
18288,5.084,1.132,11.702
18289,5.076,-0.837,0
18290,5.08,0.38,8.519
18291,5.078,-0.138,6.332
18292,5.079,0.013,6.971
18293,5.076,-0.263,0
18294,5.081,0.477,8.929
18295,5.073,-0.72,0
18296,5.085,1.109,11.602
18297,5.085,0.039,7.079
18298,5.076,-0.873,0
18299,5.077,0.12,7.421
18300,5.073,-0.394,0
18301,5.08,0.681,9.79
18302,5.075,-0.499,0
18303,5.074,-0.096,6.511
18304,5.085,1.032,11.276
18305,5.085,0.045,7.105
18306,5.079,-0.657,0
18307,5.076,-0.218,0
18308,5.078,0.139,7.502
18309,5.079,0.111,7.385
18310,5.08,0.158,7.582
18311,5.077,-0.329,0
18312,5.083,0.623,9.549
18313,5.073,-1.022,0
18314,5.08,0.707,9.901
18315,5.083,0.327,8.298
18316,5.083,-0.095,6.512
18317,5.079,-0.383,0
18318,5.082,0.284,8.114
18319,5.081,-0.098,6.5
18320,5.077,-0.377,0
18321,5.083,0.643,9.634
18322,5.082,-0.157,6.252
18323,5.083,0.11,7.382
18324,5.082,-0.117,6.422
18325,5.078,-0.364,0
18326,5.079,0.139,7.502
18327,5.076,-0.289,0
18328,5.079,0.253,7.984
18329,5.081,0.233,7.899
18330,5.073,-0.848,0
18331,5.077,0.428,8.722
18332,5.083,0.562,9.29
18333,5.081,-0.151,6.276
18334,5.075,-0.627,0
18335,5.083,0.815,10.358
18336,5.078,-0.519,0
18337,5.085,0.734,10.018
18338,5.084,-0.172,0
18339,5.073,-1.032,0
18340,5.08,0.706,9.899
18341,5.084,0.351,8.398
18342,5.083,-0.093,6.522
18343,5.075,-0.756,0
18344,5.077,0.185,7.698
18345,5.084,0.723,9.97
18346,5.081,-0.356,0
18347,5.085,0.439,8.771
18348,5.078,-0.682,0
18349,5.076,-0.281,0
18350,5.074,-0.199,0
18351,5.082,0.89,10.677
18352,5.079,-0.333,0
18353,5.08,0.072,7.22
18354,5.079,-0.065,6.643
18355,5.078,-0.125,6.389
18356,5.08,0.198,7.75
18357,5.082,0.2,7.761
18358,5.08,-0.231,0
18359,5.084,0.394,8.582
18360,5.074,-0.941,0
18361,5.076,0.144,7.526
18362,5.084,0.797,10.284
18363,5.077,-0.703,0
18364,5.077,0.075,7.231
18365,5.085,0.77,10.171
18366,5.078,-0.713,0
18367,5.083,0.523,9.127
18368,5.083,0.033,7.053
18369,5.083,-0.054,6.687
18370,5.08,-0.24,0
18371,5.073,-0.794,0
18372,5.082,0.949,10.923
18373,5.075,-0.743,0
18374,5.081,0.651,9.667
18375,5.072,-0.88,0
18376,5.079,0.684,9.806
18377,5.073,-0.574,0
18378,5.082,0.833,10.437
18379,5.079,-0.287,0
18380,5.073,-0.554,0
18381,5.073,-0.027,6.803
18382,5.078,0.521,9.115
18383,5.085,0.628,9.571
18384,5.074,-1.039,0
18385,5.079,0.454,8.832
18386,5.082,0.292,8.15
18387,5.074,-0.735,0
18388,5.079,0.503,9.04
18389,5.075,-0.477,0
18390,5.073,-0.143,6.315
18391,5.082,0.934,10.861
18392,5.081,-0.094,6.519
18393,5.082,0.049,7.121
18394,5.078,-0.433,0
18395,5.085,0.717,9.945
18396,5.083,-0.219,0
18397,5.078,-0.477,0
18398,5.084,0.584,9.386
18399,5.075,-0.913,0
18400,5.082,0.735,10.02
18401,5.084,0.162,7.601
18402,5.072,-1.113,0
18403,5.071,-0.155,6.263
18404,5.084,1.296,12.391
18405,5.076,-0.751,0
18406,5.073,-0.347,0
18407,5.081,0.856,10.533
18408,5.086,0.427,8.722
18409,5.083,-0.218,0
18410,5.078,-0.515,0
18411,5.078,-0.053,6.692
18412,5.081,0.364,8.455
18413,5.083,0.112,7.39
18414,5.082,-0.02,6.832
18415,5.08,-0.218,0
18416,5.08,-0.063,6.652
18417,5.082,0.234,7.904
18418,5.077,-0.485,0
18419,5.078,0.065,7.189
18420,5.08,0.204,7.777
18421,5.073,-0.687,0
18422,5.08,0.736,10.024
18423,5.082,0.207,7.788
18424,5.073,-0.893,0
18425,5.072,-0.104,6.48
18426,5.079,0.639,9.616
18427,5.074,-0.438,0
18428,5.076,0.209,7.8
18429,5.077,0.086,7.278
18430,5.084,0.649,9.66
18431,5.081,-0.308,0
18432,5.077,-0.324,0
18433,5.082,0.409,8.643
18434,5.083,0.136,7.49
18435,5.079,-0.401,0
18436,5.081,0.257,8.001
18437,5.078,-0.386,0
18438,5.085,0.756,10.11
18439,5.075,-1.019,0
18440,5.073,-0.213,0
18441,5.083,1.011,11.187
18442,5.079,-0.434,0
18443,5.077,-0.123,6.396
18444,5.077,-0.041,6.742
18445,5.075,-0.186,0
18446,5.081,0.576,9.351
18447,5.076,-0.533,0
18448,5.082,0.68,9.788
18449,5.082,-0.01,6.875
18450,5.079,-0.312,0
18451,5.077,-0.208,0
18452,5.073,-0.373,0
18453,5.077,0.326,8.291
18454,5.082,0.564,9.297
18455,5.075,-0.766,0
18456,5.073,-0.194,0
18457,5.074,0.105,7.359
18458,5.08,0.654,9.678
18459,5.084,0.402,8.615
18460,5.073,-1.078,0
18461,5.082,0.83,10.421
18462,5.079,-0.32,0
18463,5.073,-0.546,0
18464,5.076,0.337,8.337
18465,5.08,0.319,8.263
18466,5.074,-0.563,0
18467,5.075,0.096,7.324
18468,5.076,0.133,7.477
18469,5.079,0.265,8.036
18470,5.074,-0.525,0
18471,5.075,0.15,7.549
18472,5.081,0.613,9.505
18473,5.078,-0.344,0
18474,5.081,0.266,8.04
18475,5.08,-0.09,6.537
18476,5.084,0.4,8.605
18477,5.082,-0.207,0
18478,5.078,-0.325,0
18479,5.08,0.193,7.732
18480,5.079,-0.083,6.564
18481,5.078,-0.135,6.345
18482,5.085,0.733,10.016
18483,5.077,-0.832,0
18484,5.084,0.689,9.828
18485,5.076,-0.837,0
18486,5.081,0.502,9.036
18487,5.076,-0.49,0
18488,5.075,-0.119,6.413
18489,5.1,2.58,17.854
18490,5.123,2.305,16.727
18491,5.149,2.58,17.949
18492,5.167,1.822,14.728
18493,5.193,2.56,17.949
18494,5.216,2.264,16.712
18495,5.231,1.552,13.644
18496,5.248,1.67,14.174
18497,5.273,2.514,17.909
18498,5.288,1.454,13.275
18499,5.309,2.116,16.22
18500,5.329,2.071,16.056
18501,5.352,2.213,16.722
18502,5.376,2.43,17.733
18503,5.392,1.62,14.129
18504,5.407,1.49,13.566
18505,5.427,1.962,15.717
18506,5.444,1.74,14.738
18507,5.469,2.496,18.205
18508,5.489,2.04,16.163
18509,5.511,2.206,16.958
18510,5.529,1.726,14.781
18511,5.543,1.477,13.656
18512,5.565,2.142,16.756
18513,5.583,1.793,15.165
18514,5.605,2.231,17.235
18515,5.623,1.788,15.194
18516,5.643,2.021,16.314
18517,5.666,2.322,17.771
18518,5.682,1.555,14.175
18519,5.702,1.956,16.098
18520,5.721,1.976,16.224
18521,5.736,1.428,13.63
18522,5.75,1.398,13.503
18523,5.765,1.548,14.236
18524,5.79,2.505,18.872
18525,5.803,1.333,13.247
18526,5.82,1.691,14.995
18527,5.836,1.571,14.433
18528,5.859,2.262,17.823
18529,5.882,2.372,18.404
18530,5.901,1.864,15.946
18531,5.925,2.441,18.824
18532,5.948,2.24,17.873
18533,5.966,1.792,15.684
18534,5.988,2.192,17.701
18535,5.978,-1.003,0
18536,5.94,-3.803,0
18537,5.895,-4.5,0
18538,5.85,-4.5,0
18539,5.805,-4.5,0
18540,5.76,-4.5,0
18541,5.715,-4.5,0
18542,5.67,-4.5,0
18543,5.625,-4.5,0
18544,5.58,-4.5,0
18545,5.535,-4.5,0
18546,5.494,-4.084,0
18547,5.449,-4.5,0
18548,5.404,-4.5,0
18549,5.359,-4.5,0
18550,5.314,-4.5,0
18551,5.269,-4.5,0
18552,5.224,-4.5,0
18553,5.179,-4.5,0
18554,5.134,-4.5,0
18555,5.089,-4.5,0
18556,5.044,-4.5,0
18557,4.999,-4.5,0
18558,4.977,-2.172,0
18559,4.976,-0.104,6.503
18560,4.975,-0.071,6.641
18561,4.978,0.248,7.958
18562,4.968,-0.925,0
18563,4.973,0.474,8.894
18564,4.972,-0.15,6.313
18565,4.981,0.884,10.594
18566,4.98,-0.055,6.705
18567,4.976,-0.434,0
18568,4.981,0.558,9.244
18569,4.978,-0.339,0
18570,4.977,-0.112,6.468
18571,4.984,0.705,9.854
18572,4.98,-0.375,0
18573,4.979,-0.058,6.692
18574,4.984,0.408,8.623
18575,4.985,0.14,7.51
18576,4.983,-0.236,0
18577,4.976,-0.62,0
18578,4.981,0.457,8.826
18579,4.978,-0.321,0
18580,4.978,0.052,7.146
18581,4.983,0.47,8.88
18582,4.976,-0.724,0
18583,4.985,0.973,10.965
18584,4.986,0.095,7.325
18585,4.986,-0.007,6.903
18586,4.984,-0.258,0
18587,4.982,-0.216,0
18588,4.983,0.09,7.306
18589,4.979,-0.32,0
18590,4.982,0.216,7.824
18591,4.992,1.045,11.266
18592,4.986,-0.605,0
18593,4.992,0.626,9.529
18594,4.99,-0.18,0
18595,4.989,-0.109,6.48
18596,4.987,-0.178,0
18597,4.991,0.398,8.584
18598,4.983,-0.819,0
18599,4.987,0.384,8.522
18600,4.991,0.352,8.391
18601,4.995,0.471,8.885
18602,4.993,-0.268,0
18603,4.994,0.153,7.564
18604,4.987,-0.698,0
18605,4.996,0.871,10.546
18606,4.997,0.094,7.32
18607,5,0.33,8.302
18608,4.995,-0.516,0
18609,4.995,-0.018,6.856
18610,4.988,-0.647,0
18611,4.999,1.098,11.494
18612,4.996,-0.382,0
18613,4.999,0.33,8.3
18614,4.993,-0.547,0
18615,4.999,0.533,9.142
18616,4.996,-0.243,0
18617,4.996,-0.005,6.909
18618,5,0.407,8.62
18619,4.996,-0.43,0
18620,5.006,0.955,10.901
18621,5.002,-0.313,0
18622,5.006,0.363,8.44
18623,4.994,-1.202,0
18624,4.999,0.513,9.06
18625,5.005,0.584,9.357
18626,5,-0.458,0
18627,5.001,0.052,7.146
18628,5.003,0.225,7.864
18629,5.009,0.601,9.43
18630,5.009,-0.034,6.786
18631,5.003,-0.597,0
18632,5.009,0.663,9.689
18633,5.009,-0.009,6.89
18634,5.002,-0.72,0
18635,5.004,0.148,7.543
18636,5.002,-0.134,6.37
18637,5.004,0.162,7.602
18638,5.009,0.463,8.855
18639,5.01,0.123,7.438
18640,5.007,-0.294,0
18641,5.001,-0.556,0
18642,5.004,0.313,8.228
18643,4.999,-0.503,0
18644,5.013,1.324,12.444
18645,5.003,-1.003,0
18646,5.011,0.797,10.247
18647,5.004,-0.645,0
18648,5.006,0.229,7.881
18649,5.017,1.018,11.172
18650,5.002,-1.461,0
18651,5.012,0.98,11.009
18652,5.015,0.3,8.178
18653,5.007,-0.733,0
18654,5.012,0.483,8.94
18655,5.013,0.026,7.035
18656,5.009,-0.389,0
18657,5.012,0.309,8.215
18658,5.013,0.112,7.395
18659,5.016,0.277,8.08
18660,5.015,-0.11,6.467
18661,5.017,0.233,7.898
18662,5.019,0.22,7.843
18663,5.014,-0.521,0
18664,5.012,-0.198,0
18665,5.011,-0.038,6.768
18666,5.01,-0.101,6.508
18667,5.012,0.179,7.672
18668,5.02,0.791,10.226
18669,5.018,-0.171,0
18670,5.016,-0.255,0
18671,5.014,-0.19,0
18672,5.012,-0.198,0
18673,5.013,0.091,7.306
18674,5.02,0.707,9.875
18675,5.017,-0.346,0
18676,5.017,0.09,7.302
18677,5.012,-0.535,0
18678,5.02,0.819,10.345
18679,5.019,-0.135,6.363
18680,5.019,-0.006,6.9
18681,5.026,0.712,9.898
18682,5.023,-0.312,0
18683,5.019,-0.437,0
18684,5.014,-0.433,0
18685,5.026,1.172,11.821
18686,5.019,-0.709,0
18687,5.025,0.623,9.528
18688,5.024,-0.103,6.497
18689,5.023,-0.116,6.44
18690,5.022,-0.088,6.558
18691,5.022,0.034,7.069
18692,5.015,-0.714,0
18693,5.025,0.988,11.054
18694,5.022,-0.288,0
18695,5.023,0.051,7.139
18696,5.024,0.137,7.495
18697,5.017,-0.681,0
18698,5.027,0.948,10.887
18699,5.027,-0.01,6.882
18700,5.029,0.249,7.966
18701,5.024,-0.541,0
18702,5.03,0.673,9.74
18703,5.028,-0.204,0
18704,5.018,-1.005,0
18705,5.028,0.926,10.794
18706,5.027,-0.059,6.679
18707,5.023,-0.363,0
18708,5.02,-0.361,0
18709,5.032,1.186,11.886
18710,5.021,-1.072,0
18711,5.031,1.011,11.153
18712,5.024,-0.71,0
18713,5.021,-0.319,0
18714,5.022,0.135,7.489
18715,5.035,1.24,12.112
18716,5.027,-0.753,0
18717,5.032,0.514,9.072
18718,5.026,-0.612,0
18719,5.023,-0.333,0
18720,5.025,0.206,7.786
18721,5.027,0.257,7.999
18722,5.032,0.454,8.824
18723,5.027,-0.506,0
18724,5.026,-0.109,6.467
18725,5.027,0.117,7.412
18726,5.034,0.741,10.024
18727,5.026,-0.828,0
18728,5.028,0.227,7.872
18729,5.033,0.49,8.975
18730,5.029,-0.424,0
18731,5.035,0.606,9.458
18732,5.031,-0.357,0
18733,5.027,-0.488,0
18734,5.034,0.751,10.067
18735,5.028,-0.59,0
18736,5.033,0.448,8.8
18737,5.029,-0.396,0
18738,5.034,0.517,9.088
18739,5.027,-0.668,0
18740,5.032,0.501,9.021
18741,5.034,0.133,7.479
18742,5.04,0.681,9.775
18743,5.038,-0.195,0
18744,5.032,-0.641,0
18745,5.029,-0.317,0
18746,5.041,1.187,11.898
18747,5.033,-0.788,0
18748,5.032,-0.077,6.603
18749,5.031,-0.119,6.428
18750,5.036,0.511,9.061
18751,5.031,-0.459,0
18752,5.038,0.685,9.793
18753,5.037,-0.101,6.501
18754,5.039,0.149,7.548
18755,5.032,-0.633,0
18756,5.038,0.564,9.287
18757,5.041,0.255,7.992
18758,5.037,-0.339,0
18759,5.041,0.402,8.605
18760,5.042,0.12,7.424
18761,5.038,-0.462,0
18762,5.038,0.015,6.985
18763,5.035,-0.277,0
18764,5.038,0.283,8.109
18765,5.036,-0.205,0
18766,5.033,-0.243,0
18767,5.034,0.074,7.233
18768,5.041,0.688,9.806
18769,5.041,-0.025,6.819
18770,5.038,-0.332,0
18771,5.035,-0.273,0
18772,5.036,0.135,7.49
18773,5.035,-0.162,0
18774,5.038,0.327,8.292
18775,5.036,-0.164,0
18776,5.033,-0.316,0
18777,5.043,1.028,11.231
18778,5.044,0.088,7.293
18779,5.037,-0.732,0
18780,5.037,0.067,7.203
18781,5.04,0.278,8.086
18782,5.045,0.504,9.035
18783,5.036,-0.896,0
18784,5.041,0.462,8.859
18785,5.039,-0.242,0
18786,5.045,0.609,9.474
18787,5.047,0.213,7.814
18788,5.043,-0.357,0
18789,5.047,0.333,8.32
18790,5.045,-0.111,6.456
18791,5.043,-0.29,0
18792,5.049,0.608,9.473
18793,5.041,-0.716,0
18794,5.045,0.4,8.601
18795,5.04,-0.559,0
18796,5.043,0.354,8.407
18797,5.039,-0.404,0
18798,5.039,-0.031,6.794
18799,5.045,0.621,9.524
18800,5.042,-0.325,0
18801,5.047,0.477,8.925
18802,5.05,0.354,8.406
18803,5.041,-0.979,0
18804,5.051,1.005,11.142
18805,5.049,-0.136,6.348
18806,5.04,-0.952,0
18807,5.04,0.018,6.996
18808,5.041,0.121,7.427
18809,5.046,0.468,8.885
18810,5.044,-0.21,0
18811,5.044,0.06,7.172
18812,5.051,0.655,9.671
18813,5.053,0.179,7.672
18814,5.048,-0.465,0
18815,5.051,0.283,8.109
18816,5.044,-0.642,0
18817,5.041,-0.339,0
18818,5.045,0.382,8.526
18819,5.043,-0.13,6.379
18820,5.051,0.704,9.879
18821,5.05,-0.044,6.734
18822,5.051,0.138,7.502
18823,5.05,-0.149,6.297
18824,5.054,0.363,8.445
18825,5.044,-0.981,0
18826,5.056,1.177,11.866
18827,5.048,-0.738,0
18828,5.049,0.083,7.268
18829,5.044,-0.507,0
18830,5.054,0.977,11.027
18831,5.051,-0.234,0
18832,5.048,-0.333,0
18833,5.049,0.124,7.442
18834,5.049,-0.062,6.662
18835,5.048,-0.084,6.569
18836,5.049,0.12,7.426
18837,5.051,0.223,7.857
18838,5.051,-0.04,6.754
18839,5.047,-0.346,0
18840,5.045,-0.236,0
18841,5.053,0.83,10.408
18842,5.051,-0.207,0
18843,5.044,-0.74,0
18844,5.058,1.428,12.926
18845,5.051,-0.683,0
18846,5.055,0.4,8.601
18847,5.045,-1.016,0
18848,5.046,0.061,7.177
18849,5.058,1.185,11.904
18850,5.048,-0.924,0
18851,5.056,0.783,10.21
18852,5.045,-1.095,0
18853,5.057,1.129,11.665
18854,5.056,-0.065,6.647
18855,5.057,0.145,7.529
18856,5.048,-0.896,0
18857,5.058,1.001,11.13
18858,5.048,-1.075,0
18859,5.059,1.09,11.503
18860,5.058,-0.072,6.617
18861,5.058,-0.026,6.809
18862,5.053,-0.443,0
18863,5.053,-0.011,6.875
18864,5.059,0.616,9.508
18865,5.048,-1.158,0
18866,5.048,0.076,7.238
18867,5.059,1.034,11.266
18868,5.053,-0.522,0
18869,5.048,-0.558,0
18870,5.051,0.28,8.094
18871,5.047,-0.366,0
18872,5.057,1.038,11.285
18873,5.057,-0.09,6.54
18874,5.058,0.185,7.699
18875,5.052,-0.588,0
18876,5.052,-0.017,6.849
18877,5.06,0.764,10.132
18878,5.062,0.223,7.855
18879,5.05,-1.173,0
18880,5.054,0.373,8.488
18881,5.06,0.577,9.347
18882,5.048,-1.192,0
18883,5.053,0.509,9.057
18884,5.062,0.846,10.48
18885,5.052,-0.983,0
18886,5.055,0.281,8.1
18887,5.056,0.122,7.431
18888,5.06,0.417,8.675
18889,5.061,0.077,7.245
18890,5.057,-0.423,0
18891,5.054,-0.297,0
18892,5.055,0.18,7.675
18893,5.054,-0.124,6.397
18894,5.057,0.269,8.05
18895,5.061,0.384,8.535
18896,5.054,-0.629,0
18897,5.061,0.668,9.729
18898,5.063,0.217,7.833
18899,5.053,-1.026,0
18900,5.052,-0.093,6.531
18901,5.057,0.519,9.101
18902,5.062,0.455,8.833
18903,5.058,-0.343,0
18904,5.061,0.247,7.96
18905,5.053,-0.826,0
18906,5.053,0.055,7.15
18907,5.056,0.265,8.035
18908,5.053,-0.263,0
18909,5.052,-0.077,6.596
18910,5.059,0.642,9.617
18911,5.055,-0.326,0
18912,5.057,0.168,7.626
18913,5.065,0.832,10.423
18914,5.063,-0.208,0
18915,5.06,-0.364,0
18916,5.063,0.362,8.444
18917,5.056,-0.783,0
18918,5.056,0.086,7.283
18919,5.062,0.523,9.118
18920,5.058,-0.392,0
18921,5.063,0.547,9.223
18922,5.053,-0.985,0
18923,5.059,0.529,9.145
18924,5.058,-0.112,6.45
18925,5.06,0.269,8.052
18926,5.053,-0.764,0
18927,5.056,0.338,8.341
18928,5.057,0.086,7.28
18929,5.059,0.181,7.681
18930,5.057,-0.175,0
18931,5.056,-0.118,6.425
18932,5.066,1.056,11.365
18933,5.065,-0.17,0
18934,5.059,-0.558,0
18935,5.053,-0.564,0
18936,5.063,0.948,10.907
18937,5.066,0.279,8.093
18938,5.055,-1.054,0
18939,5.058,0.283,8.111
18940,5.058,0.041,7.092
18941,5.055,-0.293,0
18942,5.058,0.288,8.132
18943,5.058,-0.005,6.898
18944,5.059,0.07,7.212
18945,5.066,0.739,10.029
18946,5.067,0.025,7.023
18947,5.064,-0.261,0
18948,5.06,-0.441,0
18949,5.059,-0.042,6.742
18950,5.062,0.296,8.163
18951,5.058,-0.411,0
18952,5.064,0.591,9.406
18953,5.057,-0.715,0
18954,5.064,0.74,10.032
18955,5.068,0.376,8.5
18956,5.067,-0.072,6.613
18957,5.062,-0.527,0
18958,5.067,0.51,9.068
18959,5.065,-0.194,0
18960,5.065,0.015,6.981
18961,5.062,-0.325,0
18962,5.059,-0.258,0
18963,5.058,-0.113,6.443
18964,5.058,0.002,6.927
18965,5.062,0.385,8.537
18966,5.064,0.231,7.89
18967,5.065,0.092,7.306
18968,5.067,0.174,7.651
18969,5.064,-0.31,0
18970,5.065,0.136,7.489
18971,5.068,0.266,8.036
18972,5.068,0.001,6.923
18973,5.065,-0.344,0
18974,5.058,-0.663,0
18975,5.058,-0.001,6.917
18976,5.063,0.503,9.037
18977,5.06,-0.343,0
18978,5.063,0.348,8.382
18979,5.064,0.137,7.496
18980,5.059,-0.54,0
18981,5.068,0.898,10.703
18982,5.065,-0.28,0
18983,5.058,-0.738,0
18984,5.071,1.313,12.451
18985,5.07,-0.127,6.382
18986,5.066,-0.364,0
18987,5.061,-0.468,0
18988,5.058,-0.311,0
18989,5.062,0.432,8.736
18990,5.068,0.575,9.339
18991,5.059,-0.896,0
18992,5.067,0.761,10.123
18993,5.059,-0.828,0
18994,5.067,0.849,10.495
18995,5.059,-0.787,0
18996,5.059,0.025,7.025
18997,5.071,1.135,11.702
19199,6.884,1.802,17.025
19200,6.906,2.212,19.409
19201,6.929,2.358,20.292
19202,6.949,1.929,17.851
19203,6.973,2.433,20.809
19204,6.987,1.385,14.747
19205,7.01,2.311,20.167
19206,7.025,1.553,15.774
19207,7.04,1.514,15.559
19208,7.057,1.632,16.275
19209,7.074,1.753,17.009
19210,7.092,1.756,17.051
19211,7.108,1.573,15.991
19212,7.121,1.302,14.404
19213,7.146,2.491,21.493
19214,7.164,1.823,17.552
19215,7.188,2.379,20.905
19216,7.202,1.441,15.317
19217,7.226,2.4,21.105
